essay,Environment,Population,evolline,Replicate,Growth
2,2,10,3,4,0.219787678
2,2,10,3,5,0.268932734
2,2,10,3,7,0.332759844
2,2,10,3,8,0.202693931
2,2,10,3,9,0.297843941
2,2,10,3,10,0.234813532
2,2,10,3,11,-0.152872223
2,2,10,3,12,0.268932734
2,3,10,3,1,0.037680284
2,3,10,3,2,0.719612627
2,3,10,3,3,0.284714893
2,3,10,3,4,0.283256447
2,3,10,3,5,0.395360047
2,3,10,3,6,0.149477396
2,3,10,3,7,0.391954975
2,3,10,3,8,0.300199775
2,3,10,3,9,0.423378358
2,3,10,3,10,-0.194297145
2,3,10,3,11,-0.194297145
2,3,10,3,12,0.245892774
2,4,10,3,1,-0.168406258
2,4,10,3,2,0.17386529
2,4,10,3,3,0.159583922
2,4,10,3,4,0.193794394
2,4,10,3,5,0.130237223
2,4,10,3,6,0.187233639
2,4,10,3,7,-0.008463682
2,4,10,3,8,0.108502694
2,4,10,3,9,0.142885418
2,4,10,3,10,0.155407655
2,4,10,3,11,0.055898708
2,4,10,3,12,0
2,5,10,3,1,0.305854886
2,5,10,3,2,-0.218546137
2,5,10,3,3,-0.196863833
2,5,10,3,4,0.233046619
2,5,10,3,5,-0.061553534
2,5,10,3,6,-0.218546137
2,5,10,3,7,0.311592984
2,5,10,3,8,-0.087088194
2,5,10,3,9,-0.218546137
2,5,10,3,10,-0.218546137
2,5,10,3,11,0.095015097
2,5,10,3,12,0.151302826
2,6,10,3,1,0.108369842
2,6,10,3,2,0.217789924
2,6,10,3,3,0.046409989
2,6,10,3,4,0
2,6,10,3,5,0.130202337
2,6,10,3,6,0.070866908
2,6,10,3,7,-0.145692739
2,6,10,3,8,0.130202337
2,6,10,3,9,0.085224789
2,6,10,3,10,0.175780703
2,6,10,3,11,0.131457702
2,6,10,3,12,0.081193289
2,7,10,3,1,0.037303983
2,7,10,3,2,0
2,7,10,3,3,0.199634225
2,7,10,3,4,0.037530985
2,7,10,3,5,0
2,7,10,3,6,-0.18777906
2,7,10,3,7,0.217341409
2,7,10,3,8,-0.165500065
2,7,10,3,9,0.16588757
2,7,10,3,10,-0.173722579
2,7,10,3,11,0.174110085
2,7,10,3,12,-0.13280356
2,8,10,3,1,-0.139142628
2,8,10,3,2,0
2,8,10,3,3,-0.177053304
2,8,10,3,4,-0.103097635
2,8,10,3,5,-0.035258653
2,8,10,3,6,-0.164030838
2,8,10,3,7,-0.103097635
2,8,10,3,8,-0.177053304
2,8,10,3,9,-0.164030838
2,8,10,3,10,-0.177053304
2,8,10,3,11,0.021084969
2,8,10,3,12,-0.139142628
2,1,12,3,1,0.394665451
2,1,12,3,2,0.278730297
2,1,12,3,3,0.238471221
2,1,12,3,4,0.313372701
2,1,12,3,5,0.049936383
2,1,12,3,6,0.148540816
2,1,12,3,7,0.383824521
2,1,12,3,8,0
2,1,12,3,9,0.026122803
2,1,12,3,10,0.390468562
2,1,12,3,11,-0.217177066
2,1,12,3,12,0.280935447
2,2,12,3,1,0.076889943
2,2,12,3,2,0.115871562
2,2,12,3,3,-0.152872223
2,2,12,3,4,0.304292171
2,2,12,3,5,0.063766495
2,2,12,3,6,-0.131444226
2,2,12,3,7,0.100734838
2,2,12,3,8,-0.219025772
2,2,12,3,9,0.164543396
2,2,12,3,10,-0.219025772
2,2,12,3,11,-0.219025772
2,2,12,3,12,0.287137391
2,3,12,3,1,0.424909724
2,3,12,3,2,0.400049109
2,3,12,3,3,0.455124863
2,3,12,3,4,0.387639901
2,3,12,3,5,0.399507487
2,3,12,3,6,0.194297145
2,3,12,3,7,0.421803407
2,3,12,3,8,0.113656544
2,3,12,3,9,0.203996795
2,3,12,3,10,0.283256447
2,3,12,3,11,0.387639901
2,3,12,3,12,0.383096972
2,4,12,3,1,0.062541742
2,4,12,3,2,0.099618026
2,4,12,3,3,0.050019506
2,4,12,3,4,0.166838877
2,4,12,3,5,0.175859419
2,4,12,3,6,0.190084199
2,4,12,3,7,0.206533841
2,4,12,3,8,-0.143992099
2,4,12,3,9,0.04849184
2,4,12,3,10,0.192687713
2,4,12,3,11,0.102915917
2,4,12,3,12,0.125743196
2,5,12,3,1,0.305239151
2,5,12,3,2,0.288462039
2,5,12,3,3,-0.109775638
2,5,12,3,4,-0.218546137
2,5,12,3,5,0.151302826
2,5,12,3,6,-0.130739985
2,5,12,3,7,-0.196863833
2,5,12,3,8,-0.218546137
2,5,12,3,9,0.36618864
2,5,12,3,10,0.239731039
2,5,12,3,11,0.28177762
2,5,12,3,12,-0.196863833
2,6,12,3,1,-0.037528299
2,6,12,3,2,0.141790323
2,6,12,3,3,0.119875956
2,6,12,3,4,-0.182611271
2,6,12,3,5,0.109861745
2,6,12,3,6,-0.059360794
2,6,12,3,7,0.028668455
2,6,12,3,8,-0.059360794
2,6,12,3,9,0.026069397
2,6,12,3,10,0.115025765
2,6,12,3,11,0.115025765
2,6,12,3,12,-0.049009048
2,7,12,3,1,0.264199798
2,7,12,3,2,0.193115215
2,7,12,3,3,0.026786227
2,7,12,3,4,0.088095734
2,7,12,3,5,0.136813538
2,7,12,3,6,0.184892701
2,7,12,3,7,0.216510419
2,7,12,3,8,0.252174533
2,7,12,3,9,0.013367891
2,7,12,3,10,0.147254982
2,7,12,3,12,0.114881961
2,8,12,3,1,0.068602545
2,8,12,3,2,0.027349344
2,8,12,3,3,0
2,8,12,3,4,-0.177053304
2,8,12,3,5,0.1423212
2,8,12,3,6,-0.177053304
2,8,12,3,7,0
2,8,12,3,8,0.201711634
2,8,12,3,9,0.266945355
2,8,12,3,10,0.195486251
2,8,12,3,11,0.115757912
2,8,12,3,12,0.259327701
2,1,13,4,1,0.417701949
2,1,13,4,2,0.323973486
2,1,13,4,3,0.28158329
2,1,13,4,4,0.225014615
2,1,13,4,5,0
2,1,13,4,6,0.351493322
2,1,13,4,7,0.306001511
2,1,13,4,8,-0.217186948
2,1,13,4,9,0.266358949
2,1,13,4,10,0.387040678
2,1,13,4,11,0.278544695
2,1,13,4,12,0.274004715
2,2,13,4,1,0.229283934
2,2,13,4,2,0.365435608
2,2,13,4,3,0.352920995
2,2,13,4,4,0.393372502
2,2,13,4,5,0.299919299
2,2,13,4,6,0.207324802
2,2,13,4,7,0.262641227
2,2,13,4,8,0.262519997
2,2,13,4,9,-0.219389119
2,2,13,4,10,-0.024122439
2,2,13,4,11,-0.197124918
2,2,13,4,12,0.151822574
2,3,13,4,1,0.301452551
2,3,13,4,2,-0.216953955
2,3,13,4,3,0.283063324
2,3,13,4,4,0.356251276
2,3,13,4,5,-0.194164674
2,3,13,4,6,-0.086248663
2,3,13,4,7,0.20385771
2,3,13,4,8,-0.194164674
2,3,13,4,9,-0.086248663
2,3,13,4,10,0.418267758
2,3,13,4,11,0.31579196
2,3,13,4,12,0.328902024
2,4,13,4,1,0.304367094
2,4,13,4,2,0.231820942
2,4,13,4,3,0.219204527
2,4,13,4,4,0.176637276
2,4,13,4,5,0.264683465
2,4,13,4,6,0.113450877
2,4,13,4,7,0.200868724
2,4,13,4,8,0.176808773
2,4,13,4,9,0.344649252
2,4,13,4,10,0.216138472
2,4,13,4,11,0.175794321
2,4,13,4,12,0.336815828
2,5,13,4,1,0.289915938
2,5,13,4,2,0.253695894
2,5,13,4,3,0.36403122
2,5,13,4,4,0.348004797
2,5,13,4,5,0.305828325
2,5,13,4,6,0
2,5,13,4,7,-0.218929988
2,5,13,4,8,0.299716728
2,5,13,4,9,0.169752212
2,5,13,4,10,-0.218929988
2,5,13,4,11,-0.218929988
2,5,13,4,12,0.35813076
2,6,13,4,1,0.128494733
2,6,13,4,2,0.180056909
2,6,13,4,3,0.129758908
2,6,13,4,4,-0.182202514
2,6,13,4,5,0.129758908
2,6,13,4,6,-0.008669415
2,6,13,4,7,-0.182202514
2,6,13,4,8,0
2,6,13,4,9,0.101996291
2,6,13,4,10,0.105235924
2,6,13,4,11,0.109473229
2,6,13,4,12,0.129758908
2,7,13,4,1,0.149766516
2,7,13,4,2,0.085532788
2,7,13,4,3,0.182109167
2,7,13,4,4,0
2,7,13,4,6,0.149766516
2,7,13,4,7,0.022640967
2,7,13,4,8,0.180517147
2,7,13,4,9,0.106538946
2,7,13,4,10,0.104217572
2,7,13,4,11,0.165640345
2,7,13,4,12,0.129750446
2,8,13,4,1,0.220031066
2,8,13,4,2,0.235014293
2,8,13,4,3,-0.145167607
2,8,13,4,4,-0.182628915
2,8,13,4,5,0.084917606
2,8,13,4,6,-0.145167607
2,8,13,4,7,0.193187562
2,8,13,4,8,-0.145167607
2,8,13,4,9,0.159886659
2,8,13,4,10,-0.170329992
2,8,13,4,11,-0.170329992
2,8,13,4,12,0.217063523
2,1,14,4,1,-0.067618742
2,1,14,4,2,0.061357748
2,1,14,4,3,0.213949426
2,1,14,4,4,0.175123947
2,1,14,4,5,-0.107967374
2,1,14,4,6,0.299238086
2,1,14,4,7,0.274411294
2,1,14,4,8,0.172780452
2,1,14,4,9,-0.217186948
2,1,14,4,10,0.357753296
2,1,14,4,11,-0.109219573
2,1,14,4,12,0.330996667
2,2,14,4,1,0.151822574
2,2,14,4,2,0.351728287
2,2,14,4,3,0
2,2,14,4,4,0.063850068
2,2,14,4,5,0.029196417
2,2,14,4,6,0.063850068
2,2,14,4,7,-0.087972507
2,2,14,4,8,0.360654004
2,2,14,4,9,-0.219389119
2,2,14,4,10,0.041585867
2,2,14,4,11,-0.153463954
2,2,14,4,12,0.338356194
2,3,14,4,1,-0.216953955
2,3,14,4,2,-0.194164674
2,3,14,4,3,0.006907177
2,3,14,4,4,-0.194164674
2,3,14,4,5,0.226544076
2,3,14,4,6,-0.173408898
2,3,14,4,7,0
2,3,14,4,8,-0.194164674
2,3,14,4,9,0.327760968
2,3,14,4,10,0.114014531
2,3,14,4,11,0.245725125
2,3,14,4,12,0.063126819
2,4,14,4,1,0.204970731
2,4,14,4,2,0.211933932
2,4,14,4,3,0.19104257
2,4,14,4,4,0.161367529
2,4,14,4,5,0.161389028
2,4,14,4,6,0.127456933
2,4,14,4,7,0.161560525
2,4,14,4,8,0.230372268
2,4,14,4,9,0.274782504
2,4,14,4,10,0.141481802
2,4,14,4,11,0.192078521
2,4,14,4,12,0.176830272
2,5,14,4,1,-0.048529202
2,5,14,4,2,0.225333217
2,5,14,4,3,0.218558998
2,5,14,4,4,0.068098189
2,5,14,4,5,0.14286384
2,5,14,4,6,0.159899237
2,5,14,4,7,0.151597327
2,5,14,4,8,0.151597327
2,5,14,4,9,-0.218929988
2,5,14,4,10,-0.197238768
2,5,14,4,11,-0.153496009
2,5,14,4,12,-0.153496009
2,6,14,4,1,0.185436762
2,6,14,4,2,0.105235924
2,6,14,4,4,0.164515208
2,6,14,4,5,0.065851534
2,6,14,4,6,-0.120463475
2,6,14,4,7,-0.182202514
2,6,14,4,8,0.084950245
2,6,14,4,9,-0.169701966
2,6,14,4,10,-0.145223402
2,6,14,4,11,0.004112495
2,7,14,4,1,0.101260923
2,7,14,4,2,0.088126491
2,7,14,4,3,0.129750446
2,7,14,4,4,-0.173355757
2,7,14,4,5,0.181994666
2,7,14,4,6,-0.062175594
2,7,14,4,7,0.181147526
2,7,14,4,8,0.135550174
2,7,14,4,9,0.129750446
2,7,14,4,10,0.220834275
2,7,14,4,11,0.022640967
2,7,14,4,12,0.106538946
2,8,14,4,1,0.021771931
2,8,14,4,2,0.109469482
2,8,14,4,3,-0.182628915
2,8,14,4,4,-0.182628915
2,8,14,4,5,-0.170329992
2,8,14,4,6,-0.145167607
2,8,14,4,7,-0.170329992
2,8,14,4,8,-0.182628915
2,8,14,4,9,-0.107948246
2,8,14,4,10,-0.182628915
2,8,14,4,11,0
2,8,14,4,12,-0.182628915
2,1,15,4,1,0.166577613
2,1,15,4,2,0.240181887
2,1,15,4,3,0.156723792
2,1,15,4,4,0
2,1,15,4,5,0
2,1,15,4,6,0.245708007
2,1,15,4,7,0
2,1,15,4,8,-0.217186948
2,1,15,4,9,0.262114254
2,1,15,4,10,0.260412608
2,1,15,4,11,0.293037371
2,1,15,4,12,0.380035173
2,2,15,4,1,0.224204332
2,2,15,4,2,0.115310685
2,2,15,4,3,0.200087518
2,2,15,4,4,0.337463157
2,2,15,4,5,-0.219389119
2,2,15,4,6,0.095121582
2,2,15,4,7,0.133431623
2,2,15,4,8,0.334153412
2,2,15,4,9,-0.197124918
2,2,15,4,10,-0.110236707
2,2,15,4,11,0.091031474
2,2,15,4,12,-0.049662466
2,3,15,4,1,0
2,3,15,4,2,0.226544076
2,3,15,4,3,0.221930542
2,3,15,4,4,0.309917989
2,3,15,4,5,0.284520775
2,3,15,4,6,-0.216953955
2,3,15,4,7,-0.086248663
2,3,15,4,8,0.176091842
2,3,15,4,9,0.006907177
2,3,15,4,10,0.283063324
2,3,15,4,11,0.153302561
2,3,15,4,12,0.111720889
2,4,15,4,1,0.254832819
2,4,15,4,2,0.103396982
2,4,15,4,3,0.206312317
2,4,15,4,4,0.156960476
2,4,15,4,5,0.140445851
2,4,15,4,6,0.175622824
2,4,15,4,7,-0.179907253
2,4,15,4,8,0.301552826
2,4,15,4,9,0.270956926
2,4,15,4,10,0.192078521
2,4,15,4,11,0.192078521
2,4,15,4,12,-0.167059516
2,5,15,4,1,-0.218929988
2,5,15,4,2,0.241187111
2,5,15,4,3,0.159899237
2,5,15,4,4,-0.218929988
2,5,15,4,5,0.14286384
2,5,15,4,6,-0.066226682
2,5,15,4,7,0.270861433
2,5,15,4,8,-0.218929988
2,5,15,4,9,0
2,5,15,4,10,-0.197238768
2,5,15,4,11,0.089789409
2,5,15,4,12,-0.218929988
2,6,15,4,1,-0.044767147
2,6,15,4,2,-0.059086189
2,6,15,4,3,0
2,6,15,4,4,0.084950245
2,6,15,4,5,0
2,6,15,4,6,0.050416774
2,6,15,4,7,-0.059086189
2,6,15,4,8,0.164515208
2,6,15,4,10,-0.107962928
2,6,15,4,11,0.129758908
2,6,15,4,12,0.083439944
2,7,15,4,1,0.103945243
2,7,15,4,2,0.136287893
2,7,15,4,3,0.149766516
2,7,15,4,4,0.085532788
2,7,15,4,5,0.138066473
2,7,15,4,6,0.246557793
2,7,15,4,7,0.111337991
2,7,15,4,8,0.149766516
2,7,15,4,9,0.129750446
2,7,15,4,10,0.085532788
2,7,15,4,11,0.135550174
2,7,15,4,12,0.165640345
2,8,15,4,1,0.128513396
2,8,15,4,2,0.111094213
2,8,15,4,3,-0.170329992
2,8,15,4,4,0.109469482
2,8,15,4,5,0.159886659
2,8,15,4,6,-0.145167607
2,8,15,4,9,-0.182628915
2,8,15,4,10,-0.107948246
2,8,15,4,11,-0.170329992
2,8,15,4,12,-0.0591558
2,1,16,4,1,-0.217186948
2,1,16,4,2,-0.217186948
2,1,16,4,3,-0.193256035
2,1,16,4,4,-0.193256035
2,1,16,4,5,0.103833974
2,1,16,4,6,-0.217186948
2,1,16,4,7,0.330638494
2,1,16,4,8,0.189122634
2,1,16,4,9,-0.217186948
2,1,16,4,10,0.305049267
2,1,16,4,11,0.295104686
2,1,16,4,12,-0.217186948
2,2,16,4,1,0.063850068
2,2,16,4,2,0.269669073
2,2,16,4,3,0.266976487
2,2,16,4,4,0.133431623
2,2,16,4,5,0.200087518
2,2,16,4,6,0.366293089
2,2,16,4,7,-0.219389119
2,2,16,4,8,-0.219389119
2,2,16,4,9,0.429569973
2,2,16,4,10,0.17454749
2,2,16,4,11,0.163575628
2,2,16,4,12,0.335185381
2,3,16,4,1,0.065317547
2,3,16,4,2,0.088106828
2,3,16,4,3,-0.216953955
2,3,16,4,4,0.167448314
2,3,16,4,5,0.278670601
2,3,16,4,6,0.086248663
2,3,16,4,7,0.20385771
2,3,16,4,8,0
2,3,16,4,9,0.199827717
2,3,16,4,10,0.235948919
2,3,16,4,11,-0.194164674
2,3,16,4,12,0.245725125
2,4,16,4,2,0.190871073
2,4,16,4,4,0.139327854
2,4,16,4,5,0.219204527
2,4,16,4,6,0.093725844
2,4,16,4,7,0.202908205
2,4,16,4,8,0.097723552
2,4,16,4,9,-0.179907253
2,4,16,4,10,0.158167924
2,4,16,4,11,0.192078521
2,4,16,4,12,0.231820942
2,5,16,4,1,-0.218929988
2,5,16,4,2,-0.218929988
2,5,16,4,3,-0.218929988
2,5,16,4,4,-0.197238768
2,5,16,4,5,-0.218929988
2,5,16,4,6,0.315191231
2,5,16,4,7,-0.218929988
2,5,16,4,8,-0.197238768
2,5,16,4,9,-0.218929988
2,5,16,4,10,-0.153496009
2,5,16,4,11,-0.197238768
2,5,16,4,12,0.270861433
2,6,16,4,1,0.063154264
2,6,16,4,2,0
2,6,16,4,3,0.178563949
2,6,16,4,4,0.222980765
2,6,16,4,5,-0.145223402
2,6,16,4,6,0.037260474
2,6,16,4,7,0.129758908
2,6,16,4,8,0.084950245
2,6,16,4,9,0.109473229
2,6,16,4,10,0.105235924
2,6,16,4,11,0.093449565
2,6,16,4,12,0.163099455
2,7,16,4,1,0.062321288
2,7,16,4,2,0.117875439
2,7,16,4,3,-0.106538946
2,7,16,4,4,0
2,7,16,4,5,-0.062175594
2,7,16,4,6,0.165640345
2,7,16,4,7,-0.106538946
2,7,16,4,8,-0.00392499
2,7,16,4,9,0.111337991
2,7,16,4,10,-0.13790324
2,7,16,4,11,0.080733743
2,7,16,4,12,-0.1875721
2,8,16,4,1,-0.182628915
2,8,16,4,2,-0.107948246
2,8,16,4,3,-0.145167607
2,8,16,4,4,0.084917606
2,8,16,4,5,-0.012298922
2,8,16,4,6,-0.145167607
2,8,16,4,7,0.128513396
2,8,16,4,8,-0.170329992
2,8,16,4,9,-0.145167607
2,8,16,4,11,0
2,8,16,4,12,0.129720176
2,1,17,5,1,0.283883248
2,1,17,5,2,0.175785646
2,1,17,5,3,-0.217132646
2,1,17,5,4,-0.217132646
2,1,17,5,5,0.087810445
2,1,17,5,6,0.113483144
2,1,17,5,7,0.00254077
2,1,17,5,8,-0.059936406
2,1,17,5,9,0.224111221
2,1,17,5,10,0.219229879
2,1,17,5,11,0.31734215
2,1,17,5,12,0.149014134
2,2,17,5,1,0.178008381
2,2,17,5,2,0.374546955
2,2,17,5,3,0.051565096
2,2,17,5,4,-0.1973976
2,2,17,5,5,0.306622417
2,2,17,5,6,0.193495427
2,2,17,5,7,-0.219725349
2,2,17,5,8,0.380473663
2,2,17,5,9,0.238836816
2,2,17,5,10,0.248962696
2,2,17,5,11,-0.062538188
2,2,17,5,12,0
2,3,17,5,1,0.123725372
2,3,17,5,2,0.203580785
2,3,17,5,3,0.006883588
2,3,17,5,4,0.075665162
2,3,17,5,5,-0.216492541
2,3,17,5,6,0.244200782
2,3,17,5,7,0.037771264
2,3,17,5,8,0.345209783
2,3,17,5,9,-0.216492541
2,3,17,5,10,-0.193920852
2,3,17,5,11,0.2785159
2,3,17,5,12,0.281972046
2,4,17,5,1,0.159778157
2,4,17,5,2,0.192931783
2,4,17,5,3,0.242676582
2,4,17,5,4,0.256236261
2,4,17,5,5,0.087013584
2,4,17,5,6,0.14768454
2,4,17,5,7,0.178662953
2,4,17,5,8,-0.181220112
2,4,17,5,9,0.080331595
2,4,17,5,10,0.204512473
2,4,17,5,11,-0.168567625
2,4,17,5,12,0.107129683
2,5,17,5,1,0.158223691
2,5,17,5,2,0.204477578
2,5,17,5,3,0.130635148
2,5,17,5,4,-0.155883959
2,5,17,5,5,-0.177693076
2,5,17,5,6,0.156663112
2,5,17,5,7,0.286398163
2,5,17,5,8,0.128060915
2,5,17,5,9,-0.197672569
2,5,17,5,10,0.230512155
2,5,17,5,11,0.303514012
2,5,17,5,12,0.407132952
2,6,17,5,1,0.096011108
2,6,17,5,2,0.184600107
2,6,17,5,3,0.076878534
2,6,17,5,4,0.035960062
2,6,17,5,5,-0.1440998
2,6,17,5,6,0.035960062
2,6,17,5,7,0.158372608
2,6,17,5,8,0.062715374
2,6,17,5,9,-0.168499326
2,6,17,5,10,-0.181095185
2,6,17,5,11,0.108606967
2,6,17,5,12,0.108606967
2,7,17,5,1,-0.167219309
2,7,17,5,2,0.126831675
2,7,17,5,3,0.085561605
2,7,17,5,4,0.10026138
2,7,17,5,5,0.141531451
2,7,17,5,6,0.057987817
2,7,17,5,7,0.027856982
2,7,17,5,8,0.139233991
2,7,17,5,9,0
2,7,17,5,10,0.107066832
2,7,17,5,11,0.057987817
2,7,17,5,12,-0.012681056
2,8,17,5,1,-0.170449044
2,8,17,5,3,0.0710499
2,8,17,5,4,0.036364308
2,8,17,5,5,0.049463025
2,8,17,5,6,0.129870723
2,8,17,5,8,-0.059295411
2,8,17,5,9,-0.086696974
2,8,17,5,10,0.109538685
2,8,17,5,11,0.034685592
2,8,17,5,12,-0.170449044
2,1,18,5,1,0.300375421
2,1,18,5,2,0.241077951
2,1,18,5,3,0.149014134
2,1,18,5,4,-0.217132646
2,1,18,5,5,-0.217132646
2,1,18,5,6,-0.217132646
2,1,18,5,7,-0.150112946
2,1,18,5,8,0.203345623
2,1,18,5,9,0.149014134
2,1,18,5,10,-0.058313494
2,1,18,5,11,-0.085609106
2,1,18,5,12,0.264844432
2,2,18,5,1,0.088151113
2,2,18,5,2,0.152056212
2,2,18,5,3,0.131936699
2,2,18,5,4,-0.219725349
2,2,18,5,5,0.41667052
2,2,18,5,6,0
2,2,18,5,7,-0.153612014
2,2,18,5,8,0.288449757
2,2,18,5,9,0.003285177
2,2,18,5,10,-0.1973976
2,2,18,5,11,0.223225447
2,2,18,5,12,0.152056212
2,3,18,5,1,0.123725372
2,3,18,5,2,0.415623159
2,3,18,5,3,0.149110604
2,3,18,5,4,0.284103351
2,3,18,5,5,-0.15052451
2,3,18,5,6,-0.216492541
2,3,18,5,7,0.246976699
2,3,18,5,8,0.05027993
2,3,18,5,9,-0.216492541
2,3,18,5,10,0.217401643
2,3,18,5,11,0.149110604
2,3,18,5,12,0
2,4,18,5,1,-0.144174898
2,4,18,5,2,0.021670061
2,4,18,5,3,0.098605739
2,4,18,5,4,-0.168567625
2,4,18,5,5,-0.181220112
2,4,18,5,6,-0.058661533
2,4,18,5,7,0.021670061
2,4,18,5,8,-0.107129683
2,4,18,5,9,0.108683645
2,4,18,5,10,-0.107129683
2,4,18,5,11,0.084336909
2,4,18,5,12,0.034314797
2,5,18,5,1,-0.219481686
2,5,18,5,2,-0.219481686
2,5,18,5,3,0.221688441
2,5,18,5,4,0.248145303
2,5,18,5,5,-0.197672569
2,5,18,5,6,0.247855995
2,5,18,5,7,0.128060915
2,5,18,5,8,0.113291308
2,5,18,5,9,0.128060915
2,5,18,5,10,0.034566633
2,5,18,5,11,0.09118627
2,5,18,5,12,0.283983207
2,6,18,5,1,-0.181095185
2,6,18,5,2,-0.168499326
2,6,18,5,3,-0.156695659
2,6,18,5,4,0
2,6,18,5,5,0.077596808
2,6,18,5,6,0.210136073
2,6,18,5,7,-0.1440998
2,6,18,5,8,0
2,6,18,5,9,0.048541449
2,6,18,5,10,0.108606967
2,6,18,5,11,0.077442023
2,6,18,5,12,0
2,7,18,5,1,0.175366392
2,7,18,5,2,-0.105326448
2,7,18,5,3,0
2,7,18,5,4,0.105326448
2,7,18,5,5,0.102882093
2,7,18,5,6,0.048798176
2,7,18,5,7,0.064061985
2,7,18,5,8,0.030130835
2,7,18,5,9,0.036205003
2,7,18,5,10,0.057704622
2,7,18,5,11,0.141531451
2,7,18,5,12,0.069127053
2,8,18,5,1,-0.145186855
2,8,18,5,2,-0.182817412
2,8,18,5,3,0.063341991
2,8,18,5,4,-0.170449044
2,8,18,5,5,-0.145186855
2,8,18,5,6,-0.170449044
2,8,18,5,8,-0.145186855
2,8,18,5,10,0.109538685
2,8,18,5,11,-0.170449044
2,8,18,5,12,-0.170449044
2,1,20,5,1,-0.217132646
2,1,20,5,2,0.087810445
2,1,20,5,3,-0.217132646
2,1,20,5,4,0.175785646
2,1,20,5,5,-0.217132646
2,1,20,5,6,0.225863763
2,1,20,5,7,0.17657411
2,1,20,5,8,-0.217132646
2,1,20,5,9,0
2,1,20,5,10,0.281811161
2,1,20,5,11,0.175785646
2,1,20,5,12,0.330873462
2,2,20,5,1,-0.219725349
2,2,20,5,2,-0.088151113
2,2,20,5,3,0.22577592
2,2,20,5,4,0.319919904
2,2,20,5,5,-0.219725349
2,2,20,5,6,0.1973976
2,2,20,5,7,0.117025997
2,2,20,5,8,-0.1973976
2,2,20,5,9,0.200298643
2,2,20,5,10,0.245895432
2,2,20,5,11,0.477426982
2,2,20,5,12,0.321601495
2,3,20,5,1,0.340152021
2,3,20,5,2,0.372254705
2,3,20,5,3,0.266092241
2,3,20,5,4,0.167121714
2,3,20,5,5,-0.216492541
2,3,20,5,6,-0.216492541
2,3,20,5,7,0.301087588
2,3,20,5,8,0.317646224
2,3,20,5,9,0.314240866
2,3,20,5,10,0.327306157
2,3,20,5,11,-0.060568875
2,3,20,5,12,0.384699818
2,4,20,5,1,0.065397265
2,4,20,5,2,0.128799745
2,4,20,5,3,0.128799745
2,4,20,5,4,0
2,4,20,5,5,0.108683645
2,4,20,5,6,0.077546329
2,4,20,5,7,0.104453009
2,4,20,5,8,0.268162156
2,4,20,5,9,0.205804406
2,4,20,5,10,0.177328524
2,4,20,5,11,-0.181220112
2,4,20,5,12,-0.107129683
2,5,20,5,1,0.305853744
2,5,20,5,2,0.199791605
2,5,20,5,3,0.469966722
2,5,20,5,4,0.308389644
2,5,20,5,5,0.312948952
2,5,20,5,6,0.290984488
2,5,20,5,7,0.284272515
2,5,20,5,8,-0.219481686
2,5,20,5,9,0.198451722
2,5,20,5,11,-0.197672569
2,5,20,5,12,0.284272515
2,6,20,5,1,-0.181095185
2,6,20,5,2,-0.107025195
2,6,20,5,3,0.062605726
2,6,20,5,4,-0.048442566
2,6,20,5,5,0.130389397
2,6,20,5,6,-0.036895375
2,6,20,5,7,0.062605726
2,6,20,5,8,0.108606967
2,6,20,5,9,-0.168499326
2,6,20,5,10,0.055955895
2,6,20,5,11,-0.181095185
2,6,20,5,12,0
2,7,20,5,1,0.098375451
2,7,20,5,2,0.102882093
2,7,20,5,3,0.093909625
2,7,20,5,4,0.124999811
2,7,20,5,5,0.085561605
2,7,20,5,6,-0.025129432
2,7,20,5,8,0.126831675
2,7,20,5,9,0.107066832
2,7,20,5,10,0.120278982
2,7,20,5,11,0.060432172
2,7,20,5,12,0.126831675
2,8,20,5,2,0.028656399
2,8,20,5,3,-0.170449044
2,8,20,5,4,0.084928866
2,8,20,5,5,-0.037708536
2,8,20,5,6,-0.145186855
2,8,20,5,7,0.109538685
2,8,20,5,8,-0.182817412
2,8,20,5,9,-0.182817412
2,8,20,5,10,-0.170449044
2,8,20,5,11,0.159964288
2,8,20,5,12,0.223607485
2,1,21,6,1,-0.217453504
2,1,21,6,2,0.219867748
2,1,21,6,3,0.200776627
2,1,21,6,4,-0.023022837
2,1,21,6,5,-0.217453504
2,1,21,6,6,-0.150560932
2,1,21,6,7,0.359890361
2,1,21,6,8,-0.194430667
2,1,21,6,9,-0.217453504
2,1,21,6,10,0.222066358
2,1,21,6,11,-0.194430667
2,1,21,6,12,0.250992322
2,2,21,6,1,0.272361874
2,2,21,6,2,-0.109972262
2,2,21,6,3,-0.096962247
2,2,21,6,4,-0.219582297
2,2,21,6,5,0.250333669
2,2,21,6,6,0.289571057
2,2,21,6,7,0.154805565
2,2,21,6,8,0.089883522
2,2,21,6,9,-0.044409089
2,2,21,6,10,0.133568156
2,2,21,6,11,-0.044409089
2,2,21,6,12,0.170130354
2,3,21,6,1,0.245837039
2,3,21,6,2,0.150688215
2,3,21,6,3,0.357856202
2,3,21,6,4,0.153512687
2,3,21,6,5,0.346130144
2,3,21,6,6,0.295203528
2,3,21,6,7,0.322835653
2,3,21,6,8,0.226647254
2,3,21,6,9,0.235731459
2,3,21,6,10,0.158440372
2,3,21,6,11,0.06315557
